n = 4
  |V|   |E|   deg   Gen Set   alpha   sigma
  20    100   10    [1, 4, 6, 8, 9]                   4       1
  20    90    9     [1, 4, 6, 8, 10]                  4       1
  20    90    9     [1, 4, 6, 9, 10]                  4       1
  20    100   10    [1, 4, 7, 8, 9]                   4       1
  20    90    9     [1, 4, 7, 8, 10]                  4       1
  20    90    9     [1, 4, 7, 9, 10]                  4       1
  20    90    9     [1, 4, 8, 9, 10]                  4       1
  20    100   10    [1, 5, 6, 7, 8]                   3       1
  20    100   10    [1, 5, 6, 7, 9]                   5       1
  20    90    9     [1, 5, 6, 7, 10]                  5       2
  20    100   10    [1, 5, 6, 8, 9]                   4       1
  20    90    9     [1, 5, 6, 8, 10]                  5       1
  20    90    9     [1, 5, 6, 9, 10]                  5       2
  20    100   10    [1, 5, 7, 8, 9]                   4       1
  20    90    9     [1, 5, 7, 8, 10]                  4       1
  20    90    9     [1, 5, 7, 9, 10]                  5       1
  20    90    9     [1, 5, 8, 9, 10]                  4       1
  20    100   10    [1, 6, 7, 8, 9]                   4       1
  20    90    9     [1, 6, 7, 8, 10]                  3       1
  20    90    9     [1, 6, 7, 9, 10]                  5       2
  20    90    9     [1, 6, 8, 9, 10]                  4       1
  20    90    9     [1, 7, 8, 9, 10]                  4       1
  20    100   10    [2, 3, 4, 5, 6]                   4       1
  20    100   10    [2, 3, 4, 5, 7]                   4       1
  20    100   10    [2, 3, 4, 5, 8]                   4       1
  20    100   10    [2, 3, 4, 5, 9]                   5       1
  20    90    9     [2, 3, 4, 5, 10]                  5       1
  20    100   10    [2, 3, 4, 6, 7]                   4       1
  20    100   10    [2, 3, 4, 6, 8]                   4       2
  20    100   10    [2, 3, 4, 6, 9]                   4       1
  20    90    9     [2, 3, 4, 6, 10]                  4       1
  20    100   10    [2, 3, 4, 7, 8]                   4       1
  20    100   10    [2, 3, 4, 7, 9]                   4       1
  20    90    9     [2, 3, 4, 7, 10]                  4       1
  20    100   10    [2, 3, 4, 8, 9]                   4       1
  20    90    9     [2, 3, 4, 8, 10]                  4       1
  20    90    9     [2, 3, 4, 9, 10]                  6       1
  20    100   10    [2, 3, 5, 6, 7]                   5       1
  20    100   10    [2, 3, 5, 6, 8]                   4       2
  20    100   10    [2, 3, 5, 6, 9]                   5       2
  20    90    9     [2, 3, 5, 6, 10]                  5       1
  20    100   10    [2, 3, 5, 7, 8]                   4       2
  20    100   10    [2, 3, 5, 7, 9]                   5       1
  20    90    9     [2, 3, 5, 7, 10]                  5       2
  20    100   10    [2, 3, 5, 8, 9]                   4       1
  20    90    9     [2, 3, 5, 8, 10]                  4       1
  20    90    9     [2, 3, 5, 9, 10]                  5       1
  20    100   10    [2, 3, 6, 7, 8]                   4       1
  20    100   10    [2, 3, 6, 7, 9]                   5       2
  20    90    9     [2, 3, 6, 7, 10]                  5       1
  20    100   10    [2, 3, 6, 8, 9]                   4       1
  20    90    9     [2, 3, 6, 8, 10]                  4       1
  20    90    9     [2, 3, 6, 9, 10]                  5       1
  20    100   10    [2, 3, 7, 8, 9]                   4       1
  20    90    9     [2, 3, 7, 8, 10]                  4       1
  20    90    9     [2, 3, 7, 9, 10]                  5       2
  20    90    9     [2, 3, 8, 9, 10]                  4       1
  20    100   10    [2, 4, 5, 6, 7]                   4       1
  20    100   10    [2, 4, 5, 6, 8]                   4       2
  20    100   10    [2, 4, 5, 6, 9]                   4       2
  20    90    9     [2, 4, 5, 6, 10]                  4       1
  20    100   10    [2, 4, 5, 7, 8]                   4       1
  20    100   10    [2, 4, 5, 7, 9]                   3       1
  20    90    9     [2, 4, 5, 7, 10]                  5       1
  20    100   10    [2, 4, 5, 8, 9]                   4       1
  20    90    9     [2, 4, 5, 8, 10]                  4       1
  20    90    9     [2, 4, 5, 9, 10]                  5       1
  20    100   10    [2, 4, 6, 7, 8]                   4       2
  20    100   10    [2, 4, 6, 7, 9]                   4       1
  20    90    9     [2, 4, 6, 7, 10]                  4       1
  20    100   10    [2, 4, 6, 8, 9]                   4       2
  20    90    9     [2, 4, 6, 9, 10]                  4       1
  20    100   10    [2, 4, 7, 8, 9]                   4       1
  20    90    9     [2, 4, 7, 8, 10]                  4       1
  20    90    9     [2, 4, 7, 9, 10]                  3       1
  20    90    9     [2, 4, 8, 9, 10]                  4       1
  20    100   10    [2, 5, 6, 7, 8]                   4       2
  20    100   10    [2, 5, 6, 7, 9]                   5       2
  20    90    9     [2, 5, 6, 7, 10]                  5       1
  20    100   10    [2, 5, 6, 8, 9]                   4       1
  20    90    9     [2, 5, 6, 8, 10]                  4       1
  20    90    9     [2, 5, 6, 9, 10]                  5       1
  20    100   10    [2, 5, 7, 8, 9]                   4       1
  20    90    9     [2, 5, 7, 8, 10]                  4       1
  20    90    9     [2, 5, 7, 9, 10]                  5       2
  20    90    9     [2, 5, 8, 9, 10]                  4       1
  20    100   10    [2, 6, 7, 8, 9]                   4       1
  20    90    9     [2, 6, 7, 8, 10]                  4       1
  20    90    9     [2, 6, 7, 9, 10]                  5       1
  20    90    9     [2, 6, 8, 9, 10]                  4       1
  20    90    9     [2, 7, 8, 9, 10]                  4       1
  20    100   10    [3, 4, 5, 6, 7]                   6       2
  20    100   10    [3, 4, 5, 6, 8]                   4       1
  20    100   10    [3, 4, 5, 6, 9]                   4       1
  20    90    9     [3, 4, 5, 6, 10]                  4       1
  20    100   10    [3, 4, 5, 7, 8]                   4       1
  20    100   10    [3, 4, 5, 7, 9]                   4       1
  20    90    9     [3, 4, 5, 7, 10]                  4       1
  20    100   10    [3, 4, 5, 8, 9]                   4       1
  20    90    9     [3, 4, 5, 8, 10]                  4       1
  20    90    9     [3, 4, 5, 9, 10]                  5       1
  20    100   10    [3, 4, 6, 7, 8]                   4       1
  20    100   10    [3, 4, 6, 7, 9]                   4       2
  20    90    9     [3, 4, 6, 7, 10]                  3       1
  20    100   10    [3, 4, 6, 8, 9]                   4       1
  20    90    9     [3, 4, 6, 8, 10]                  4       1
  20    90    9     [3, 4, 6, 9, 10]                  4       1
  20    100   10    [3, 4, 7, 8, 9]                   4       1
  20    90    9     [3, 4, 7, 8, 10]                  4       1
  20    90    9     [3, 4, 7, 9, 10]                  4       1
  20    90    9     [3, 4, 8, 9, 10]                  4       1
  20    100   10    [3, 5, 6, 7, 8]                   4       1
  20    100   10    [3, 5, 6, 7, 9]                   5       1
  20    90    9     [3, 5, 6, 7, 10]                  5       1
  20    100   10    [3, 5, 6, 8, 9]                   3       1
  20    90    9     [3, 5, 6, 8, 10]                  5       1
  20    90    9     [3, 5, 6, 9, 10]                  5       2
  20    100   10    [3, 5, 7, 8, 9]                   4       1
  20    90    9     [3, 5, 7, 8, 10]                  4       1
  20    90    9     [3, 5, 7, 9, 10]                  5       1
  20    90    9     [3, 5, 8, 9, 10]                  4       1
  20    100   10    [3, 6, 7, 8, 9]                   4       1
  20    90    9     [3, 6, 7, 8, 10]                  4       1
  20    90    9     [3, 6, 7, 9, 10]                  5       1
  20    90    9     [3, 6, 8, 9, 10]                  3       1
  20    90    9     [3, 7, 8, 9, 10]                  4       1
  20    100   10    [4, 5, 6, 7, 8]                   4       1
  20    100   10    [4, 5, 6, 7, 9]                   4       1
  20    90    9     [4, 5, 6, 7, 10]                  4       1
  20    100   10    [4, 5, 6, 8, 9]                   4       1
  20    90    9     [4, 5, 6, 8, 10]                  4       1
  20    90    9     [4, 5, 6, 9, 10]                  4       1
  20    100   10    [4, 5, 7, 8, 9]                   4       1
  20    90    9     [4, 5, 7, 8, 10]                  4       1
  20    90    9     [4, 5, 7, 9, 10]                  4       1
  20    90    9     [4, 5, 8, 9, 10]                  4       1
  20    100   10    [4, 6, 7, 8, 9]                   4       1
  20    90    9     [4, 6, 7, 8, 10]                  4       1
  20    90    9     [4, 6, 7, 9, 10]                  4       1
  20    90    9     [4, 6, 8, 9, 10]                  4       1
  20    90    9     [4, 7, 8, 9, 10]                  4       1
  20    100   10    [5, 6, 7, 8, 9]                   5       1
  20    90    9     [5, 6, 7, 8, 10]                  5       1
  20    90    9     [5, 6, 7, 9, 10]                  5       1
  20    90    9     [5, 6, 8, 9, 10]                  5       1
  20    90    9     [5, 7, 8, 9, 10]                  5       1
  20    90    9     [6, 7, 8, 9, 10]                  6       1
  20    120   12    [1, 2, 3, 4, 5, 6]                2       1
  20    120   12    [1, 2, 3, 4, 5, 7]                3       1
  20    120   12    [1, 2, 3, 4, 5, 8]                3       1
  20    120   12    [1, 2, 3, 4, 5, 9]                3       1
  20    110   11    [1, 2, 3, 4, 5, 10]               3       1
  20    120   12    [1, 2, 3, 4, 6, 7]                4       2
  20    120   12    [1, 2, 3, 4, 6, 8]                4       2
  20    120   12    [1, 2, 3, 4, 6, 9]                4       1
  20    110   11    [1, 2, 3, 4, 6, 10]               3       1
  20    120   12    [1, 2, 3, 4, 7, 8]                4       1
  20    120   12    [1, 2, 3, 4, 7, 9]                4       2
  20    110   11    [1, 2, 3, 4, 7, 10]               3       1
  20    120   12    [1, 2, 3, 4, 8, 9]                4       2
  20    110   11    [1, 2, 3, 4, 8, 10]               3       1
  20    110   11    [1, 2, 3, 4, 9, 10]               3       1
  20    120   12    [1, 2, 3, 5, 6, 7]                5       2
  20    120   12    [1, 2, 3, 5, 6, 8]                3       1
  20    120   12    [1, 2, 3, 5, 6, 9]                5       2
  20    110   11    [1, 2, 3, 5, 6, 10]               5       2
  20    120   12    [1, 2, 3, 5, 7, 8]                4       2
