n = 4
  |V|   |E|   deg   Gen Set   alpha   sigma
  19    114   12    [1, 3, 4, 6, 7, 9]            2       1
  19    114   12    [1, 3, 4, 6, 8, 9]            4       1
  19    114   12    [1, 3, 4, 7, 8, 9]            2       1
  19    114   12    [1, 3, 5, 6, 7, 8]            3       1
  19    114   12    [1, 3, 5, 6, 7, 9]            3       1
  19    114   12    [1, 3, 5, 6, 8, 9]            3       1
  19    114   12    [1, 3, 5, 7, 8, 9]            4       1
  19    114   12    [1, 3, 6, 7, 8, 9]            3       1
  19    114   12    [1, 4, 5, 6, 7, 8]            2       1
  19    114   12    [1, 4, 5, 6, 7, 9]            3       1
  19    114   12    [1, 4, 5, 6, 8, 9]            2       1
  19    114   12    [1, 4, 5, 7, 8, 9]            3       1
  19    114   12    [1, 4, 6, 7, 8, 9]            3       1
  19    114   12    [1, 5, 6, 7, 8, 9]            3       1
  19    114   12    [2, 3, 4, 5, 6, 7]            4       1
  19    114   12    [2, 3, 4, 5, 6, 8]            3       1
  19    114   12    [2, 3, 4, 5, 6, 9]            3       1
  19    114   12    [2, 3, 4, 5, 7, 8]            3       1
  19    114   12    [2, 3, 4, 5, 7, 9]            2       1
  19    114   12    [2, 3, 4, 5, 8, 9]            4       1
  19    114   12    [2, 3, 4, 6, 7, 8]            3       1
  19    114   12    [2, 3, 4, 6, 7, 9]            2       1
  19    114   12    [2, 3, 4, 6, 8, 9]            3       1
  19    114   12    [2, 3, 4, 7, 8, 9]            3       1
  19    114   12    [2, 3, 5, 6, 7, 8]            3       1
  19    114   12    [2, 3, 5, 6, 7, 9]            3       1
  19    114   12    [2, 3, 5, 6, 8, 9]            2       1
  19    114   12    [2, 3, 5, 7, 8, 9]            2       1
  19    114   12    [2, 3, 6, 7, 8, 9]            3       1
  19    114   12    [2, 4, 5, 6, 7, 8]            3       1
  19    114   12    [2, 4, 5, 6, 7, 9]            3       1
  19    114   12    [2, 4, 5, 6, 8, 9]            2       1
  19    114   12    [2, 4, 5, 7, 8, 9]            3       1
  19    114   12    [2, 4, 6, 7, 8, 9]            2       1
  19    114   12    [2, 5, 6, 7, 8, 9]            3       1
  19    114   12    [3, 4, 5, 6, 7, 8]            3       1
  19    114   12    [3, 4, 5, 6, 7, 9]            3       1
  19    114   12    [3, 4, 5, 6, 8, 9]            3       1
  19    114   12    [3, 4, 5, 7, 8, 9]            3       1
  19    114   12    [3, 4, 6, 7, 8, 9]            3       1
  19    114   12    [3, 5, 6, 7, 8, 9]            3       1
  19    114   12    [4, 5, 6, 7, 8, 9]            4       1
  19    133   14    [1, 2, 3, 4, 5, 6, 7]         2       1
  19    133   14    [1, 2, 3, 4, 5, 6, 8]         2       1
  19    133   14    [1, 2, 3, 4, 5, 6, 9]         2       1
  19    133   14    [1, 2, 3, 4, 5, 7, 8]         2       1
  19    133   14    [1, 2, 3, 4, 5, 7, 9]         2       1
  19    133   14    [1, 2, 3, 4, 5, 8, 9]         3       1
  19    133   14    [1, 2, 3, 4, 6, 7, 8]         3       1
  19    133   14    [1, 2, 3, 4, 6, 7, 9]         2       1
  19    133   14    [1, 2, 3, 4, 6, 8, 9]         3       1
  19    133   14    [1, 2, 3, 4, 7, 8, 9]         2       1
  19    133   14    [1, 2, 3, 5, 6, 7, 8]         2       1
  19    133   14    [1, 2, 3, 5, 6, 7, 9]         3       1
  19    133   14    [1, 2, 3, 5, 6, 8, 9]         2       1
  19    133   14    [1, 2, 3, 5, 7, 8, 9]         2       1
  19    133   14    [1, 2, 3, 6, 7, 8, 9]         2       1
  19    133   14    [1, 2, 4, 5, 6, 7, 8]         2       1
  19    133   14    [1, 2, 4, 5, 6, 7, 9]         3       1
  19    133   14    [1, 2, 4, 5, 6, 8, 9]         2       1
  19    133   14    [1, 2, 4, 5, 7, 8, 9]         3       1
  19    133   14    [1, 2, 4, 6, 7, 8, 9]         2       1
  19    133   14    [1, 2, 5, 6, 7, 8, 9]         2       1
  19    133   14    [1, 3, 4, 5, 6, 7, 8]         2       1
  19    133   14    [1, 3, 4, 5, 6, 7, 9]         2       1
  19    133   14    [1, 3, 4, 5, 6, 8, 9]         2       1
  19    133   14    [1, 3, 4, 5, 7, 8, 9]         2       1
  19    133   14    [1, 3, 4, 6, 7, 8, 9]         2       1
  19    133   14    [1, 3, 5, 6, 7, 8, 9]         3       1
  19    133   14    [1, 4, 5, 6, 7, 8, 9]         2       1
  19    133   14    [2, 3, 4, 5, 6, 7, 8]         3       1
  19    133   14    [2, 3, 4, 5, 6, 7, 9]         2       1
  19    133   14    [2, 3, 4, 5, 6, 8, 9]         2       1
  19    133   14    [2, 3, 4, 5, 7, 8, 9]         2       1
  19    133   14    [2, 3, 4, 6, 7, 8, 9]         2       1
  19    133   14    [2, 3, 5, 6, 7, 8, 9]         2       1
  19    133   14    [2, 4, 5, 6, 7, 8, 9]         2       1
  19    133   14    [3, 4, 5, 6, 7, 8, 9]         3       1
  19    152   16    [1, 2, 3, 4, 5, 6, 7, 8]      2       1
  19    152   16    [1, 2, 3, 4, 5, 6, 7, 9]      2       1
  19    152   16    [1, 2, 3, 4, 5, 6, 8, 9]      2       1
  19    152   16    [1, 2, 3, 4, 5, 7, 8, 9]      2       1
  19    152   16    [1, 2, 3, 4, 6, 7, 8, 9]      2       1
  19    152   16    [1, 2, 3, 5, 6, 7, 8, 9]      2       1
  19    152   16    [1, 2, 4, 5, 6, 7, 8, 9]      2       1
  19    152   16    [1, 3, 4, 5, 6, 7, 8, 9]      2       1
  19    152   16    [2, 3, 4, 5, 6, 7, 8, 9]      2       1
  19    171   18    [1, 2, 3, 4, 5, 6, 7, 8, 9]   1       1

n = 20
  |V|   |E|   deg   Gen Set                           alpha   sigma
  20    40    4     [1, 2]                            6       1
  20    40    4     [1, 3]                            10      2
  20    40    4     [1, 4]                            8       1
  20    40    4     [1, 5]                            10      2
  20    40    4     [1, 6]                            8       1
  20    40    4     [1, 7]                            10      2
  20    40    4     [1, 8]                            8       1
  20    40    4     [1, 9]                            10      2
  20    30    3     [1, 10]                           9       1
  20    40    4     [2, 3]                            8       1
  20    40    4     [2, 5]                            8       1
  20    40    4     [2, 7]                            8       1
  20    40    4     [2, 9]                            6       1
  20    40    4     [3, 4]                            8       1
  20    40    4     [3, 5]                            10      2
  20    40    4     [3, 6]                            6       1
  20    40    4     [3, 7]                            10      2
  20    40    4     [3, 8]                            8       1
  20    40    4     [3, 9]                            10      2
  20    30    3     [3, 10]                           9       1
  20    40    4     [4, 5]                            8       1
  20    40    4     [4, 7]                            8       1
  20    40    4     [4, 9]                            8       1
  20    40    4     [5, 6]                            8       1
  20    40    4     [5, 7]                            10      2
  20    40    4     [5, 8]                            8       1
  20    40    4     [5, 9]                            10      2
  20    40    4     [6, 7]                            6       1
  20    40    4     [6, 9]                            8       1
  20    40    4     [7, 8]                            8       1
  20    40    4     [7, 9]                            10      2
  20    30    3     [7, 10]                           9       1
  20    40    4     [8, 9]                            8       1
  20    30    3     [9, 10]                           9       1
  20    60    6     [1, 2, 3]                         5       1
  20    60    6     [1, 2, 4]                         6       1
  20    60    6     [1, 2, 5]                         6       1
  20    60    6     [1, 2, 6]                         5       1
  20    60    6     [1, 2, 7]                         6       1
  20    60    6     [1, 2, 8]                         6       1
  20    60    6     [1, 2, 9]                         6       1
  20    50    5     [1, 2, 10]                        6       1
  20    60    6     [1, 3, 4]                         5       1
  20    60    6     [1, 3, 5]                         10      3
  20    60    6     [1, 3, 6]                         6       1
  20    60    6     [1, 3, 7]                         10      3
  20    60    6     [1, 3, 8]                         7       1
  20    60    6     [1, 3, 9]                         10      3
  20    50    5     [1, 3, 10]                        7       1
  20    60    6     [1, 4, 5]                         5       1
  20    60    6     [1, 4, 6]                         8       2
  20    60    6     [1, 4, 7]                         7       1
  20    60    6     [1, 4, 8]                         4       1
  20    60    6     [1, 4, 9]                         8       2
  20    50    5     [1, 4, 10]                        7       1
  20    60    6     [1, 5, 6]                         5       1
  20    60    6     [1, 5, 7]                         10      3
  20    60    6     [1, 5, 8]                         6       1
  20    60    6     [1, 5, 9]                         10      3
  20    50    5     [1, 5, 10]                        5       1
  20    60    6     [1, 6, 7]                         5       1
  20    60    6     [1, 6, 8]                         6       1
  20    60    6     [1, 6, 9]                         8       2
  20    50    5     [1, 6, 10]                        6       1
  20    60    6     [1, 7, 8]                         5       1
  20    60    6     [1, 7, 9]                         10      3
  20    50    5     [1, 7, 10]                        7       1
  20    60    6     [1, 8, 9]                         6       1
  20    50    5     [1, 8, 10]                        8       1
  20    50    5     [1, 9, 10]                        5       1
  20    60    6     [2, 3, 4]                         6       1
  20    60    6     [2, 3, 5]                         5       1
  20    60    6     [2, 3, 6]                         5       1
  20    60    6     [2, 3, 7]                         8       2
  20    60    6     [2, 3, 8]                         8       2
  20    60    6     [2, 3, 9]                         6       1
  20    50    5     [2, 3, 10]                        6       1
  20    60    6     [2, 4, 5]                         5       1
  20    60    6     [2, 4, 7]                         6       1
  20    60    6     [2, 4, 9]                         6       1
  20    60    6     [2, 5, 6]                         6       1
  20    60    6     [2, 5, 7]                         5       1
  20    60    6     [2, 5, 8]                         8       2
  20    60    6     [2, 5, 9]                         6       1
  20    50    5     [2, 5, 10]                        5       1
  20    60    6     [2, 6, 7]                         5       1
  20    60    6     [2, 6, 9]                         5       1
  20    60    6     [2, 7, 8]                         8       2
  20    60    6     [2, 7, 9]                         5       1
  20    50    5     [2, 7, 10]                        6       1
  20    60    6     [2, 8, 9]                         6       1
  20    50    5     [2, 9, 10]                        6       1
  20    60    6     [3, 4, 5]                         6       1
  20    60    6     [3, 4, 6]                         6       1
  20    60    6     [3, 4, 7]                         6       1
  20    60    6     [3, 4, 8]                         4       1
  20    60    6     [3, 4, 9]                         7       1
  20    50    5     [3, 4, 10]                        8       1
  20    60    6     [3, 5, 6]                         6       1
  20    60    6     [3, 5, 7]                         10      3
  20    60    6     [3, 5, 8]                         5       1
  20    60    6     [3, 5, 9]                         10      3
  20    50    5     [3, 5, 10]                        5       1
  20    60    6     [3, 6, 7]                         6       1
  20    60    6     [3, 6, 8]                         6       1
  20    60    6     [3, 6, 9]                         5       1
  20    50    5     [3, 6, 10]                        6       1
  20    60    6     [3, 7, 8]                         8       2
  20    60    6     [3, 7, 9]                         10      3
  20    50    5     [3, 7, 10]                        5       1
  20    60    6     [3, 8, 9]                         5       1
  20    50    5     [3, 8, 10]                        7       1
  20    50    5     [3, 9, 10]                        7       1
  20    60    6     [4, 5, 6]                         8       2
  20    60    6     [4, 5, 7]                         6       1
  20    60    6     [4, 5, 8]                         4       1
  20    60    6     [4, 5, 9]                         5       1
  20    50    5     [4, 5, 10]                        5       1
  20    60    6     [4, 6, 7]                         6       1
  20    60    6     [4, 6, 9]                         8       2
  20    60    6     [4, 7, 8]                         4       1
  20    60    6     [4, 7, 9]                         5       1
  20    50    5     [4, 7, 10]                        8       1
  20    60    6     [4, 8, 9]                         4       1
  20    50    5     [4, 9, 10]                        7       1
  20    60    6     [5, 6, 7]                         6       1
  20    60    6     [5, 6, 8]                         5       1
  20    60    6     [5, 6, 9]                         5       1
  20    50    5     [5, 6, 10]                        5       1
  20    60    6     [5, 7, 8]                         5       1
  20    60    6     [5, 7, 9]                         10      3
  20    50    5     [5, 7, 10]                        5       1
  20    60    6     [5, 8, 9]                         6       1
  20    50    5     [5, 8, 10]                        5       1
  20    50    5     [5, 9, 10]                        5       1
  20    60    6     [6, 7, 8]                         6       1
  20    60    6     [6, 7, 9]                         6       1
  20    50    5     [6, 7, 10]                        6       1
  20    60    6     [6, 8, 9]                         6       1
  20    50    5     [6, 9, 10]                        6       1
  20    60    6     [7, 8, 9]                         7       1
  20    50    5     [7, 8, 10]                        7       1
  20    50    5     [7, 9, 10]                        7       1
  20    50    5     [8, 9, 10]                        8       1
  20    80    8     [1, 2, 3, 4]                      4       1
  20    80    8     [1, 2, 3, 5]                      5       1
  20    80    8     [1, 2, 3, 6]                      5       1
  20    80    8     [1, 2, 3, 7]                      5       1
  20    80    8     [1, 2, 3, 8]                      4       1
  20    80    8     [1, 2, 3, 9]                      5       1
  20    70    7     [1, 2, 3, 10]                     5       1
  20    80    8     [1, 2, 4, 5]                      5       1
  20    80    8     [1, 2, 4, 6]                      4       1
  20    80    8     [1, 2, 4, 7]                      6       1
  20    80    8     [1, 2, 4, 8]                      4       1
  20    80    8     [1, 2, 4, 9]                      4       1
  20    70    7     [1, 2, 4, 10]                     6       1
  20    80    8     [1, 2, 5, 6]                      5       1
  20    80    8     [1, 2, 5, 7]                      5       1
  20    80    8     [1, 2, 5, 8]                      6       1
  20    80    8     [1, 2, 5, 9]                      6       2
  20    70    7     [1, 2, 5, 10]                     5       1
  20    80    8     [1, 2, 6, 7]                      5       1
  20    80    8     [1, 2, 6, 8]                      4       1
  20    80    8     [1, 2, 6, 9]                      5       1
  20    70    7     [1, 2, 6, 10]                     5       1
  20    80    8     [1, 2, 7, 8]                      4       1
  20    80    8     [1, 2, 7, 9]                      5       1
  20    70    7     [1, 2, 7, 10]                     6       1
  20    80    8     [1, 2, 8, 9]                      6       2
  20    70    7     [1, 2, 8, 10]                     4       1
  20    70    7     [1, 2, 9, 10]                     5       1
  20    80    8     [1, 3, 4, 5]                      4       1
  20    80    8     [1, 3, 4, 6]                      4       1
  20    80    8     [1, 3, 4, 7]                      4       1
  20    80    8     [1, 3, 4, 8]                      4       1
  20    80    8     [1, 3, 4, 9]                      5       1
  20    70    7     [1, 3, 4, 10]                     5       1
  20    80    8     [1, 3, 5, 6]                      5       1
  20    80    8     [1, 3, 5, 7]                      10      4
  20    80    8     [1, 3, 5, 8]                      5       1
  20    80    8     [1, 3, 5, 9]                      10      4
  20    70    7     [1, 3, 5, 10]                     5       1
  20    80    8     [1, 3, 6, 7]                      5       1
  20    80    8     [1, 3, 6, 8]                      6       1
  20    80    8     [1, 3, 6, 9]                      5       1
  20    70    7     [1, 3, 6, 10]                     6       1
  20    80    8     [1, 3, 7, 8]                      5       1
  20    80    8     [1, 3, 7, 9]                      10      4
  20    70    7     [1, 3, 7, 10]                     5       1
  20    80    8     [1, 3, 8, 9]                      4       1
  20    70    7     [1, 3, 8, 10]                     7       1
  20    70    7     [1, 3, 9, 10]                     5       1
  20    80    8     [1, 4, 5, 6]                      4       1
  20    80    8     [1, 4, 5, 7]                      5       1
  20    80    8     [1, 4, 5, 8]                      4       1
  20    80    8     [1, 4, 5, 9]                      4       1
  20    70    7     [1, 4, 5, 10]                     5       1
  20    80    8     [1, 4, 6, 7]                      4       1
  20    80    8     [1, 4, 6, 8]                      4       1
  20    80    8     [1, 4, 6, 9]                      8       3
  20    70    7     [1, 4, 6, 10]                     4       1
  20    80    8     [1, 4, 7, 8]                      4       1
  20    80    8     [1, 4, 7, 9]                      5       1
  20    70    7     [1, 4, 7, 10]                     7       1
  20    80    8     [1, 4, 8, 9]                      4       1
  20    70    7     [1, 4, 8, 10]                     4       1
  20    70    7     [1, 4, 9, 10]                     4       1
  20    80    8     [1, 5, 6, 7]                      5       1
  20    80    8     [1, 5, 6, 8]                      5       1
  20    80    8     [1, 5, 6, 9]                      5       1
  20    70    7     [1, 5, 6, 10]                     5       1
  20    80    8     [1, 5, 7, 8]                      4       1
  20    80    8     [1, 5, 7, 9]                      10      4
  20    70    7     [1, 5, 7, 10]                     5       1
  20    80    8     [1, 5, 8, 9]                      6       2
  20    70    7     [1, 5, 8, 10]                     5       1
  20    70    7     [1, 5, 9, 10]                     5       1
  20    80    8     [1, 6, 7, 8]                      4       1
  20    80    8     [1, 6, 7, 9]                      5       1
  20    70    7     [1, 6, 7, 10]                     5       1
  20    80    8     [1, 6, 8, 9]                      5       1
  20    70    7     [1, 6, 8, 10]                     6       1
  20    70    7     [1, 6, 9, 10]                     5       1
  20    80    8     [1, 7, 8, 9]                      4       1
  20    70    7     [1, 7, 8, 10]                     5       1
  20    70    7     [1, 7, 9, 10]                     5       1
  20    70    7     [1, 8, 9, 10]                     4       1
  20    80    8     [2, 3, 4, 5]                      5       1
  20    80    8     [2, 3, 4, 6]                      4       1
  20    80    8     [2, 3, 4, 7]                      5       1
  20    80    8     [2, 3, 4, 8]                      4       1
  20    80    8     [2, 3, 4, 9]                      6       1
  20    70    7     [2, 3, 4, 10]                     6       1
  20    80    8     [2, 3, 5, 6]                      5       1
  20    80    8     [2, 3, 5, 7]                      5       1
  20    80    8     [2, 3, 5, 8]                      4       1
  20    80    8     [2, 3, 5, 9]                      5       1
  20    70    7     [2, 3, 5, 10]                     5       1
  20    80    8     [2, 3, 6, 7]                      5       1
  20    80    8     [2, 3, 6, 8]                      4       1
  20    80    8     [2, 3, 6, 9]                      5       1
  20    70    7     [2, 3, 6, 10]                     5       1
  20    80    8     [2, 3, 7, 8]                      8       3
  20    80    8     [2, 3, 7, 9]                      5       1
  20    70    7     [2, 3, 7, 10]                     5       1
  20    80    8     [2, 3, 8, 9]                      4       1
  20    70    7     [2, 3, 8, 10]                     4       1
  20    70    7     [2, 3, 9, 10]                     6       1
  20    80    8     [2, 4, 5, 6]                      4       1
  20    80    8     [2, 4, 5, 7]                      5       1
  20    80    8     [2, 4, 5, 8]                      4       1
  20    80    8     [2, 4, 5, 9]                      5       1
  20    70    7     [2, 4, 5, 10]                     5       1
  20    80    8     [2, 4, 6, 7]                      4       1
  20    80    8     [2, 4, 6, 9]                      4       1
  20    80    8     [2, 4, 7, 8]                      4       1
  20    80    8     [2, 4, 7, 9]                      4       1
  20    70    7     [2, 4, 7, 10]                     6       1
  20    80    8     [2, 4, 8, 9]                      4       1
  20    70    7     [2, 4, 9, 10]                     6       1
  20    80    8     [2, 5, 6, 7]                      5       1
  20    80    8     [2, 5, 6, 8]                      4       1
  20    80    8     [2, 5, 6, 9]                      5       1
  20    70    7     [2, 5, 6, 10]                     5       1
  20    80    8     [2, 5, 7, 8]                      4       1
  20    80    8     [2, 5, 7, 9]                      5       1
  20    70    7     [2, 5, 7, 10]                     5       1
  20    80    8     [2, 5, 8, 9]                      6       1
  20    70    7     [2, 5, 8, 10]                     4       1
  20    70    7     [2, 5, 9, 10]                     5       1
  20    80    8     [2, 6, 7, 8]                      4       1
  20    80    8     [2, 6, 7, 9]                      5       1
  20    70    7     [2, 6, 7, 10]                     5       1
  20    80    8     [2, 6, 8, 9]                      4       1
  20    70    7     [2, 6, 9, 10]                     5       1
  20    80    8     [2, 7, 8, 9]                      4       1
  20    70    7     [2, 7, 8, 10]                     4       1
  20    70    7     [2, 7, 9, 10]                     5       1
  20    70    7     [2, 8, 9, 10]                     4       1
  20    80    8     [3, 4, 5, 6]                      6       1
  20    80    8     [3, 4, 5, 7]                      6       2
  20    80    8     [3, 4, 5, 8]                      4       1
  20    80    8     [3, 4, 5, 9]                      5       1
  20    70    7     [3, 4, 5, 10]                     5       1
  20    80    8     [3, 4, 6, 7]                      6       2
  20    80    8     [3, 4, 6, 8]                      4       1
  20    80    8     [3, 4, 6, 9]                      4       1
  20    70    7     [3, 4, 6, 10]                     4       1
  20    80    8     [3, 4, 7, 8]                      4       1
  20    80    8     [3, 4, 7, 9]                      4       1
  20    70    7     [3, 4, 7, 10]                     4       1
  20    80    8     [3, 4, 8, 9]                      4       1
  20    70    7     [3, 4, 8, 10]                     4       1
  20    70    7     [3, 4, 9, 10]                     7       1
  20    80    8     [3, 5, 6, 7]                      6       2
  20    80    8     [3, 5, 6, 8]                      5       1
  20    80    8     [3, 5, 6, 9]                      5       1
  20    70    7     [3, 5, 6, 10]                     5       1
  20    80    8     [3, 5, 7, 8]                      4       1
  20    80    8     [3, 5, 7, 9]                      10      4
  20    70    7     [3, 5, 7, 10]                     5       1
  20    80    8     [3, 5, 8, 9]                      4       1
  20    70    7     [3, 5, 8, 10]                     5       1
  20    70    7     [3, 5, 9, 10]                     5       1
  20    80    8     [3, 6, 7, 8]                      4       1
  20    80    8     [3, 6, 7, 9]                      5       1
  20    70    7     [3, 6, 7, 10]                     5       1
  20    80    8     [3, 6, 8, 9]                      4       1
  20    70    7     [3, 6, 8, 10]                     6       1
  20    70    7     [3, 6, 9, 10]                     5       1
  20    80    8     [3, 7, 8, 9]                      5       1
  20    70    7     [3, 7, 8, 10]                     4       1
  20    70    7     [3, 7, 9, 10]                     5       1
  20    70    7     [3, 8, 9, 10]                     5       1
  20    80    8     [4, 5, 6, 7]                      6       1
  20    80    8     [4, 5, 6, 8]                      4       1
  20    80    8     [4, 5, 6, 9]                      4       1
  20    70    7     [4, 5, 6, 10]                     4       1
  20    80    8     [4, 5, 7, 8]                      4       1
  20    80    8     [4, 5, 7, 9]                      4       1
  20    70    7     [4, 5, 7, 10]                     5       1
  20    80    8     [4, 5, 8, 9]                      4       1
  20    70    7     [4, 5, 8, 10]                     4       1
  20    70    7     [4, 5, 9, 10]                     5       1
  20    80    8     [4, 6, 7, 8]                      4       1
  20    80    8     [4, 6, 7, 9]                      4       1
  20    70    7     [4, 6, 7, 10]                     4       1
  20    80    8     [4, 6, 8, 9]                      4       1
  20    70    7     [4, 6, 9, 10]                     4       1
  20    80    8     [4, 7, 8, 9]                      4       1
  20    70    7     [4, 7, 8, 10]                     4       1
  20    70    7     [4, 7, 9, 10]                     5       1
  20    70    7     [4, 8, 9, 10]                     4       1
  20    80    8     [5, 6, 7, 8]                      5       1
  20    80    8     [5, 6, 7, 9]                      5       1
  20    70    7     [5, 6, 7, 10]                     5       1
  20    80    8     [5, 6, 8, 9]                      5       1
  20    70    7     [5, 6, 8, 10]                     5       1
  20    70    7     [5, 6, 9, 10]                     5       1
  20    80    8     [5, 7, 8, 9]                      5       1
  20    70    7     [5, 7, 8, 10]                     5       1
  20    70    7     [5, 7, 9, 10]                     5       1
  20    70    7     [5, 8, 9, 10]                     5       1
  20    80    8     [6, 7, 8, 9]                      6       1
  20    70    7     [6, 7, 8, 10]                     6       1
  20    70    7     [6, 7, 9, 10]                     6       1
  20    70    7     [6, 8, 9, 10]                     6       1
  20    70    7     [7, 8, 9, 10]                     7       1
  20    100   10    [1, 2, 3, 4, 5]                   3       1
  20    100   10    [1, 2, 3, 4, 6]                   4       1
  20    100   10    [1, 2, 3, 4, 7]                   4       1
  20    100   10    [1, 2, 3, 4, 8]                   4       1
  20    100   10    [1, 2, 3, 4, 9]                   4       1
  20    90    9     [1, 2, 3, 4, 10]                  3       1
  20    100   10    [1, 2, 3, 5, 6]                   5       2
  20    100   10    [1, 2, 3, 5, 7]                   5       1
  20    100   10    [1, 2, 3, 5, 8]                   4       1
  20    100   10    [1, 2, 3, 5, 9]                   5       1
  20    90    9     [1, 2, 3, 5, 10]                  5       2
  20    100   10    [1, 2, 3, 6, 7]                   5       2
  20    100   10    [1, 2, 3, 6, 8]                   4       1
  20    100   10    [1, 2, 3, 6, 9]                   5       2
  20    90    9     [1, 2, 3, 6, 10]                  5       1
  20    100   10    [1, 2, 3, 7, 8]                   4       1
  20    100   10    [1, 2, 3, 7, 9]                   5       1
  20    90    9     [1, 2, 3, 7, 10]                  5       2
  20    100   10    [1, 2, 3, 8, 9]                   4       2
  20    90    9     [1, 2, 3, 8, 10]                  4       1
  20    90    9     [1, 2, 3, 9, 10]                  5       1
  20    100   10    [1, 2, 4, 5, 6]                   4       2
  20    100   10    [1, 2, 4, 5, 7]                   5       1
  20    100   10    [1, 2, 4, 5, 8]                   4       1
  20    100   10    [1, 2, 4, 5, 9]                   4       1
  20    90    9     [1, 2, 4, 5, 10]                  5       1
  20    100   10    [1, 2, 4, 6, 7]                   4       1
  20    100   10    [1, 2, 4, 6, 8]                   4       2
  20    100   10    [1, 2, 4, 6, 9]                   4       1
  20    90    9     [1, 2, 4, 6, 10]                  4       1
  20    100   10    [1, 2, 4, 7, 8]                   4       1
  20    100   10    [1, 2, 4, 7, 9]                   4       1
  20    90    9     [1, 2, 4, 7, 10]                  6       1
  20    100   10    [1, 2, 4, 8, 9]                   4       1
  20    90    9     [1, 2, 4, 8, 10]                  4       1
  20    90    9     [1, 2, 4, 9, 10]                  4       1
  20    100   10    [1, 2, 5, 6, 7]                   5       2
  20    100   10    [1, 2, 5, 6, 8]                   4       1
  20    100   10    [1, 2, 5, 6, 9]                   5       1
  20    90    9     [1, 2, 5, 6, 10]                  5       1
  20    100   10    [1, 2, 5, 7, 8]                   4       1
  20    100   10    [1, 2, 5, 7, 9]                   5       1
  20    90    9     [1, 2, 5, 7, 10]                  5       1
  20    100   10    [1, 2, 5, 8, 9]                   6       2
  20    90    9     [1, 2, 5, 8, 10]                  4       1
  20    90    9     [1, 2, 5, 9, 10]                  5       1
  20    100   10    [1, 2, 6, 7, 8]                   4       1
  20    100   10    [1, 2, 6, 7, 9]                   5       2
  20    90    9     [1, 2, 6, 7, 10]                  5       1
  20    100   10    [1, 2, 6, 8, 9]                   4       1
  20    90    9     [1, 2, 6, 8, 10]                  4       1
  20    90    9     [1, 2, 6, 9, 10]                  5       1
  20    100   10    [1, 2, 7, 8, 9]                   4       2
  20    90    9     [1, 2, 7, 8, 10]                  4       1
  20    90    9     [1, 2, 7, 9, 10]                  5       1
  20    90    9     [1, 2, 8, 9, 10]                  3       1
  20    100   10    [1, 3, 4, 5, 6]                   4       1
  20    100   10    [1, 3, 4, 5, 7]                   4       1
  20    100   10    [1, 3, 4, 5, 8]                   4       1
  20    100   10    [1, 3, 4, 5, 9]                   4       1
  20    90    9     [1, 3, 4, 5, 10]                  4       1
  20    100   10    [1, 3, 4, 6, 7]                   4       2
  20    100   10    [1, 3, 4, 6, 8]                   4       1
  20    100   10    [1, 3, 4, 6, 9]                   4       1
  20    90    9     [1, 3, 4, 6, 10]                  4       1
  20    100   10    [1, 3, 4, 7, 8]                   4       1
  20    100   10    [1, 3, 4, 7, 9]                   4       1
  20    90    9     [1, 3, 4, 7, 10]                  4       1
  20    100   10    [1, 3, 4, 8, 9]                   4       1
  20    90    9     [1, 3, 4, 8, 10]                  4       1
  20    90    9     [1, 3, 4, 9, 10]                  4       1
  20    100   10    [1, 3, 5, 6, 7]                   5       1
  20    100   10    [1, 3, 5, 6, 8]                   5       1
  20    100   10    [1, 3, 5, 6, 9]                   5       1
  20    90    9     [1, 3, 5, 6, 10]                  5       1
  20    100   10    [1, 3, 5, 7, 8]                   4       1
  20    100   10    [1, 3, 5, 7, 9]                   10      6
  20    90    9     [1, 3, 5, 7, 10]                  5       1
  20    100   10    [1, 3, 5, 8, 9]                   4       1
  20    90    9     [1, 3, 5, 8, 10]                  5       1
  20    90    9     [1, 3, 5, 9, 10]                  5       1
  20    100   10    [1, 3, 6, 7, 8]                   4       1
  20    100   10    [1, 3, 6, 7, 9]                   5       1
  20    90    9     [1, 3, 6, 7, 10]                  5       1
  20    100   10    [1, 3, 6, 8, 9]                   4       1
  20    90    9     [1, 3, 6, 8, 10]                  6       1
  20    90    9     [1, 3, 6, 9, 10]                  5       2
  20    100   10    [1, 3, 7, 8, 9]                   4       1
  20    90    9     [1, 3, 7, 8, 10]                  4       1
  20    90    9     [1, 3, 7, 9, 10]                  5       1
  20    90    9     [1, 3, 8, 9, 10]                  4       1
  20    100   10    [1, 4, 5, 6, 7]                   4       1
  20    100   10    [1, 4, 5, 6, 8]                   4       1
  20    100   10    [1, 4, 5, 6, 9]                   4       2
  20    90    9     [1, 4, 5, 6, 10]                  4       1
  20    100   10    [1, 4, 5, 7, 8]                   4       1
  20    100   10    [1, 4, 5, 7, 9]                   4       1
  20    90    9     [1, 4, 5, 7, 10]                  5       1
  20    100   10    [1, 4, 5, 8, 9]                   4       1
  20    90    9     [1, 4, 5, 8, 10]                  4       1
  20    90    9     [1, 4, 5, 9, 10]                  4       1
  20    100   10    [1, 4, 6, 7, 8]                   4       1
  20    100   10    [1, 4, 6, 7, 9]                   4       1
  20    90    9     [1, 4, 6, 7, 10]                  4       1
