n = 5
  |V|   |E|   deg   Gen Set   alpha   sigma
  19    133   14    [1, 2, 3, 4, 5, 6, 9]         2       1
  19    133   14    [1, 2, 3, 4, 5, 7, 8]         2       1
  19    133   14    [1, 2, 3, 4, 5, 7, 9]         2       1
  19    133   14    [1, 2, 3, 4, 5, 8, 9]         3       1
  19    133   14    [1, 2, 3, 4, 6, 7, 8]         3       1
  19    133   14    [1, 2, 3, 4, 6, 7, 9]         2       1
  19    133   14    [1, 2, 3, 4, 6, 8, 9]         3       1
  19    133   14    [1, 2, 3, 4, 7, 8, 9]         2       1
  19    133   14    [1, 2, 3, 5, 6, 7, 8]         2       1
  19    133   14    [1, 2, 3, 5, 6, 7, 9]         3       1
  19    133   14    [1, 2, 3, 5, 6, 8, 9]         2       1
  19    133   14    [1, 2, 3, 5, 7, 8, 9]         2       1
  19    133   14    [1, 2, 3, 6, 7, 8, 9]         2       1
  19    133   14    [1, 2, 4, 5, 6, 7, 8]         2       1
  19    133   14    [1, 2, 4, 5, 6, 7, 9]         3       1
  19    133   14    [1, 2, 4, 5, 6, 8, 9]         2       1
  19    133   14    [1, 2, 4, 5, 7, 8, 9]         3       1
  19    133   14    [1, 2, 4, 6, 7, 8, 9]         2       1
  19    133   14    [1, 2, 5, 6, 7, 8, 9]         2       1
  19    133   14    [1, 3, 4, 5, 6, 7, 8]         2       1
  19    133   14    [1, 3, 4, 5, 6, 7, 9]         2       1
  19    133   14    [1, 3, 4, 5, 6, 8, 9]         2       1
  19    133   14    [1, 3, 4, 5, 7, 8, 9]         2       1
  19    133   14    [1, 3, 4, 6, 7, 8, 9]         2       1
  19    133   14    [1, 3, 5, 6, 7, 8, 9]         3       1
  19    133   14    [1, 4, 5, 6, 7, 8, 9]         2       1
  19    133   14    [2, 3, 4, 5, 6, 7, 8]         3       1
  19    133   14    [2, 3, 4, 5, 6, 7, 9]         2       1
  19    133   14    [2, 3, 4, 5, 6, 8, 9]         2       1
  19    133   14    [2, 3, 4, 5, 7, 8, 9]         2       1
  19    133   14    [2, 3, 4, 6, 7, 8, 9]         2       1
  19    133   14    [2, 3, 5, 6, 7, 8, 9]         2       1
  19    133   14    [2, 4, 5, 6, 7, 8, 9]         2       1
  19    133   14    [3, 4, 5, 6, 7, 8, 9]         3       1
  19    152   16    [1, 2, 3, 4, 5, 6, 7, 8]      2       1
  19    152   16    [1, 2, 3, 4, 5, 6, 7, 9]      2       1
  19    152   16    [1, 2, 3, 4, 5, 6, 8, 9]      2       1
  19    152   16    [1, 2, 3, 4, 5, 7, 8, 9]      2       1
  19    152   16    [1, 2, 3, 4, 6, 7, 8, 9]      2       1
  19    152   16    [1, 2, 3, 5, 6, 7, 8, 9]      2       1
  19    152   16    [1, 2, 4, 5, 6, 7, 8, 9]      2       1
  19    152   16    [1, 3, 4, 5, 6, 7, 8, 9]      2       1
  19    152   16    [2, 3, 4, 5, 6, 7, 8, 9]      2       1
  19    171   18    [1, 2, 3, 4, 5, 6, 7, 8, 9]   1       1

n = 20
  |V|   |E|   deg   Gen Set        alpha   sigma
  20    40    4     [1, 3]         10      2
  20    40    4     [1, 7]         10      2
  20    40    4     [1, 9]         10      2
  20    40    4     [3, 7]         10      2
  20    40    4     [3, 9]         10      2
  20    40    4     [7, 9]         10      2
  20    60    6     [1, 3, 7]      10      3
  20    60    6     [1, 3, 9]      10      3
  20    60    6     [1, 7, 9]      10      3
  20    60    6     [3, 7, 9]      10      3
  20    80    8     [1, 3, 7, 9]   10      4

n = 21
  |V|   |E|   deg   Gen Set               alpha   sigma
  21    42    4     [1, 2]                7       1
  21    42    4     [1, 4]                8       1
  21    42    4     [1, 5]                8       1
  21    42    4     [1, 8]                9       1
  21    42    4     [1, 10]               7       1
  21    42    4     [2, 4]                7       1
  21    42    4     [2, 5]                9       1
  21    42    4     [2, 8]                8       1
  21    42    4     [2, 10]               8       1
  21    42    4     [4, 5]                8       1
  21    42    4     [4, 8]                7       1
  21    42    4     [4, 10]               9       1
  21    42    4     [5, 8]                7       1
  21    42    4     [5, 10]               7       1
  21    42    4     [8, 10]               8       1
  21    63    6     [1, 2, 4]             7       1
  21    63    6     [1, 2, 5]             7       1
  21    63    6     [1, 2, 8]             7       1
  21    63    6     [1, 2, 10]            7       1
  21    63    6     [1, 4, 5]             7       2
  21    63    6     [1, 4, 8]             7       1
  21    63    6     [1, 4, 10]            7       1
  21    63    6     [1, 5, 8]             7       1
  21    63    6     [1, 5, 10]            7       1
  21    63    6     [1, 8, 10]            7       1
  21    63    6     [2, 4, 5]             7       1
  21    63    6     [2, 4, 8]             7       1
  21    63    6     [2, 4, 10]            7       1
  21    63    6     [2, 5, 8]             7       1
  21    63    6     [2, 5, 10]            7       1
  21    63    6     [2, 8, 10]            7       2
  21    63    6     [4, 5, 8]             7       1
  21    63    6     [4, 5, 10]            7       1
  21    63    6     [4, 8, 10]            7       1
  21    63    6     [5, 8, 10]            7       1
  21    84    8     [1, 2, 4, 5]          7       2
  21    84    8     [1, 2, 4, 8]          7       2
  21    84    8     [1, 2, 4, 10]         7       2
  21    84    8     [1, 2, 5, 8]          7       2
  21    84    8     [1, 2, 5, 10]         7       2
  21    84    8     [1, 2, 8, 10]         7       2
  21    84    8     [1, 4, 5, 8]          7       2
  21    84    8     [1, 4, 5, 10]         7       2
  21    84    8     [1, 4, 8, 10]         7       2
  21    84    8     [1, 5, 8, 10]         7       2
  21    84    8     [2, 4, 5, 8]          7       2
  21    84    8     [2, 4, 5, 10]         7       2
  21    84    8     [2, 4, 8, 10]         7       2
  21    84    8     [2, 5, 8, 10]         7       2
  21    84    8     [4, 5, 8, 10]         7       2
  21    105   10    [1, 2, 4, 5, 8]       7       3
  21    105   10    [1, 2, 4, 5, 10]      7       3
  21    105   10    [1, 2, 4, 8, 10]      7       3
  21    105   10    [1, 2, 5, 8, 10]      7       3
  21    105   10    [1, 4, 5, 8, 10]      7       3
  21    105   10    [2, 4, 5, 8, 10]      7       3
  21    126   12    [1, 2, 4, 5, 8, 10]   7       3

n = 22
  |V|   |E|   deg   Gen Set           alpha   sigma
  22    44    4     [1, 3]            11      2
  22    44    4     [1, 5]            11      2
  22    44    4     [1, 7]            11      2
  22    44    4     [1, 9]            11      2
  22    44    4     [3, 5]            11      2
  22    44    4     [3, 7]            11      2
  22    44    4     [3, 9]            11      2
  22    44    4     [5, 7]            11      2
  22    44    4     [5, 9]            11      2
  22    44    4     [7, 9]            11      2
  22    66    6     [1, 3, 5]         11      3
  22    66    6     [1, 3, 7]         11      3
  22    66    6     [1, 3, 9]         11      3
  22    66    6     [1, 5, 7]         11      3
  22    66    6     [1, 5, 9]         11      3
  22    66    6     [1, 7, 9]         11      3
  22    66    6     [3, 5, 7]         11      3
  22    66    6     [3, 5, 9]         11      3
  22    66    6     [3, 7, 9]         11      3
  22    66    6     [5, 7, 9]         11      3
  22    88    8     [1, 3, 5, 7]      11      4
  22    88    8     [1, 3, 5, 9]      11      4
  22    88    8     [1, 3, 7, 9]      11      4
  22    88    8     [1, 5, 7, 9]      11      4
  22    88    8     [3, 5, 7, 9]      11      4
  22    110   10    [1, 3, 5, 7, 9]   11      5

n = 23
  |V|   |E|   deg   Gen Set                               alpha   sigma
  23    46    4     [1, 2]                                7       1
  23    46    4     [1, 3]                                10      1
  23    46    4     [1, 4]                                9       1
  23    46    4     [1, 5]                                9       1
  23    46    4     [1, 6]                                9       1
  23    46    4     [1, 7]                                8       1
  23    46    4     [1, 8]                                10      1
  23    46    4     [1, 9]                                9       1
  23    46    4     [1, 10]                               8       1
  23    46    4     [1, 11]                               7       1
  23    46    4     [2, 3]                                8       1
  23    46    4     [2, 4]                                7       1
  23    46    4     [2, 5]                                9       1
  23    46    4     [2, 6]                                10      1
  23    46    4     [2, 7]                                10      1
  23    46    4     [2, 8]                                9       1
  23    46    4     [2, 9]                                8       1
  23    46    4     [2, 10]                               9       1
  23    46    4     [2, 11]                               9       1
  23    46    4     [3, 4]                                9       1
  23    46    4     [3, 5]                                9       1
  23    46    4     [3, 6]                                7       1
  23    46    4     [3, 7]                                8       1
  23    46    4     [3, 8]                                9       1
  23    46    4     [3, 9]                                10      1
  23    46    4     [3, 10]                               7       1
  23    46    4     [3, 11]                               9       1
  23    46    4     [4, 5]                                8       1
  23    46    4     [4, 6]                                8       1
  23    46    4     [4, 7]                                9       1
  23    46    4     [4, 8]                                7       1
  23    46    4     [4, 9]                                10      1
  23    46    4     [4, 10]                               9       1
  23    46    4     [4, 11]                               10      1
  23    46    4     [5, 6]                                10      1
  23    46    4     [5, 7]                                9       1
  23    46    4     [5, 8]                                10      1
  23    46    4     [5, 9]                                7       1
  23    46    4     [5, 10]                               7       1
  23    46    4     [5, 11]                               8       1
  23    46    4     [6, 7]                                9       1
  23    46    4     [6, 8]                                9       1
  23    46    4     [6, 9]                                8       1
  23    46    4     [6, 10]                               9       1
  23    46    4     [6, 11]                               7       1
  23    46    4     [7, 8]                                7       1
  23    46    4     [7, 9]                                7       1
  23    46    4     [7, 10]                               10      1
  23    46    4     [7, 11]                               9       1
  23    46    4     [8, 9]                                9       1
  23    46    4     [8, 10]                               8       1
  23    46    4     [8, 11]                               8       1
  23    46    4     [9, 10]                               9       1
  23    46    4     [9, 11]                               9       1
  23    46    4     [10, 11]                              10      1
  23    69    6     [1, 2, 3]                             5       1
  23    69    6     [1, 2, 4]                             7       1
  23    69    6     [1, 2, 5]                             7       1
  23    69    6     [1, 2, 6]                             6       1
  23    69    6     [1, 2, 7]                             7       1
  23    69    6     [1, 2, 8]                             7       1
  23    69    6     [1, 2, 9]                             6       1
  23    69    6     [1, 2, 10]                            7       1
  23    69    6     [1, 2, 11]                            7       1
  23    69    6     [1, 3, 4]                             6       1
  23    69    6     [1, 3, 5]                             9       1
  23    69    6     [1, 3, 6]                             7       1
  23    69    6     [1, 3, 7]                             8       1
  23    69    6     [1, 3, 8]                             7       1
  23    69    6     [1, 3, 9]                             7       1
  23    69    6     [1, 3, 10]                            7       1
  23    69    6     [1, 3, 11]                            6       1
  23    69    6     [1, 4, 5]                             6       1
  23    69    6     [1, 4, 6]                             8       1
  23    69    6     [1, 4, 7]                             8       1
  23    69    6     [1, 4, 8]                             6       1
  23    69    6     [1, 4, 9]                             9       1
  23    69    6     [1, 4, 10]                            8       1
  23    69    6     [1, 4, 11]                            7       1
  23    69    6     [1, 5, 6]                             6       1
  23    69    6     [1, 5, 7]                             8       1
  23    69    6     [1, 5, 8]                             7       1
  23    69    6     [1, 5, 9]                             7       1
  23    69    6     [1, 5, 10]                            6       1
  23    69    6     [1, 5, 11]                            7       1
  23    69    6     [1, 6, 7]                             6       1
  23    69    6     [1, 6, 8]                             9       1
  23    69    6     [1, 6, 9]                             8       1
  23    69    6     [1, 6, 10]                            8       1
  23    69    6     [1, 6, 11]                            7       1
  23    69    6     [1, 7, 8]                             5       1
  23    69    6     [1, 7, 9]                             7       1
  23    69    6     [1, 7, 10]                            8       1
  23    69    6     [1, 7, 11]                            6       1
  23    69    6     [1, 8, 9]                             6       1
  23    69    6     [1, 8, 10]                            8       1
  23    69    6     [1, 8, 11]                            7       1
  23    69    6     [1, 9, 10]                            6       1
  23    69    6     [1, 9, 11]                            7       1
  23    69    6     [1, 10, 11]                           5       1
  23    69    6     [2, 3, 4]                             7       1
  23    69    6     [2, 3, 5]                             6       1
  23    69    6     [2, 3, 6]                             7       1
  23    69    6     [2, 3, 7]                             8       1
  23    69    6     [2, 3, 8]                             8       1
  23    69    6     [2, 3, 9]                             8       1
  23    69    6     [2, 3, 10]                            6       1
  23    69    6     [2, 3, 11]                            8       1
  23    69    6     [2, 4, 5]                             6       1
  23    69    6     [2, 4, 6]                             5       1
  23    69    6     [2, 4, 7]                             7       1
  23    69    6     [2, 4, 8]                             7       1
  23    69    6     [2, 4, 9]                             7       1
  23    69    6     [2, 4, 10]                            7       1
  23    69    6     [2, 4, 11]                            6       1
  23    69    6     [2, 5, 6]                             7       1
  23    69    6     [2, 5, 7]                             6       1
  23    69    6     [2, 5, 8]                             9       1
  23    69    6     [2, 5, 9]                             7       1
  23    69    6     [2, 5, 10]                            7       1
  23    69    6     [2, 5, 11]                            8       1
  23    69    6     [2, 6, 7]                             7       1
  23    69    6     [2, 6, 8]                             6       1
  23    69    6     [2, 6, 9]                             8       1
  23    69    6     [2, 6, 10]                            9       1
  23    69    6     [2, 6, 11]                            7       1
  23    69    6     [2, 7, 8]                             6       1
  23    69    6     [2, 7, 9]                             5       1
  23    69    6     [2, 7, 10]                            7       1
  23    69    6     [2, 7, 11]                            9       1
  23    69    6     [2, 8, 9]                             8       1
  23    69    6     [2, 8, 10]                            6       1
  23    69    6     [2, 8, 11]                            8       1
  23    69    6     [2, 9, 10]                            8       1
  23    69    6     [2, 9, 11]                            6       1
  23    69    6     [2, 10, 11]                           6       1
  23    69    6     [3, 4, 5]                             8       1
  23    69    6     [3, 4, 6]                             6       1
  23    69    6     [3, 4, 7]                             6       1
  23    69    6     [3, 4, 8]                             7       1
  23    69    6     [3, 4, 9]                             7       1
  23    69    6     [3, 4, 10]                            7       1
  23    69    6     [3, 4, 11]                            9       1
  23    69    6     [3, 5, 6]                             6       1
  23    69    6     [3, 5, 7]                             8       1
  23    69    6     [3, 5, 8]                             6       1
  23    69    6     [3, 5, 9]                             7       1
  23    69    6     [3, 5, 10]                            7       1
  23    69    6     [3, 5, 11]                            8       1
  23    69    6     [3, 6, 7]                             7       1
  23    69    6     [3, 6, 8]                             7       1
  23    69    6     [3, 6, 9]                             5       1
  23    69    6     [3, 6, 10]                            7       1
  23    69    6     [3, 6, 11]                            7       1
  23    69    6     [3, 7, 8]                             6       1
  23    69    6     [3, 7, 9]                             7       1
  23    69    6     [3, 7, 10]                            5       1
  23    69    6     [3, 7, 11]                            8       1
  23    69    6     [3, 8, 9]                             9       1
  23    69    6     [3, 8, 10]                            7       1
  23    69    6     [3, 8, 11]                            6       1
  23    69    6     [3, 9, 10]                            6       1
  23    69    6     [3, 9, 11]                            6       1
  23    69    6     [3, 10, 11]                           7       1
  23    69    6     [4, 5, 6]                             8       1
  23    69    6     [4, 5, 7]                             8       1
  23    69    6     [4, 5, 8]                             7       1
  23    69    6     [4, 5, 9]                             5       1
  23    69    6     [4, 5, 10]                            7       1
  23    69    6     [4, 5, 11]                            8       1
  23    69    6     [4, 6, 7]                             8       1
  23    69    6     [4, 6, 8]                             7       1
  23    69    6     [4, 6, 9]                             8       1
  23    69    6     [4, 6, 10]                            6       1
  23    69    6     [4, 6, 11]                            7       1
  23    69    6     [4, 7, 8]                             7       1
  23    69    6     [4, 7, 9]                             6       1
  23    69    6     [4, 7, 10]                            9       1
  23    69    6     [4, 7, 11]                            6       1
  23    69    6     [4, 8, 9]                             7       1
  23    69    6     [4, 8, 10]                            6       1
  23    69    6     [4, 8, 11]                            5       1
  23    69    6     [4, 9, 10]                            6       1
  23    69    6     [4, 9, 11]                            7       1
  23    69    6     [4, 10, 11]                           7       1
  23    69    6     [5, 6, 7]                             9       1
  23    69    6     [5, 6, 8]                             7       1
  23    69    6     [5, 6, 9]                             7       1
  23    69    6     [5, 6, 10]                            7       1
  23    69    6     [5, 6, 11]                            5       1
  23    69    6     [5, 7, 8]                             7       1
  23    69    6     [5, 7, 9]                             7       1
  23    69    6     [5, 7, 10]                            6       1
  23    69    6     [5, 7, 11]                            6       1
  23    69    6     [5, 8, 9]                             6       1
  23    69    6     [5, 8, 10]                            5       1
  23    69    6     [5, 8, 11]                            8       1
  23    69    6     [5, 9, 10]                            7       1
  23    69    6     [5, 9, 11]                            6       1
  23    69    6     [5, 10, 11]                           7       1
  23    69    6     [6, 7, 8]                             7       1
  23    69    6     [6, 7, 9]                             6       1
  23    69    6     [6, 7, 10]                            6       1
  23    69    6     [6, 7, 11]                            7       1
  23    69    6     [6, 8, 9]                             6       1
  23    69    6     [6, 8, 10]                            8       1
  23    69    6     [6, 8, 11]                            6       1
  23    69    6     [6, 9, 10]                            8       1
  23    69    6     [6, 9, 11]                            7       1
  23    69    6     [6, 10, 11]                           6       1
  23    69    6     [7, 8, 9]                             7       1
  23    69    6     [7, 8, 10]                            7       1
  23    69    6     [7, 8, 11]                            7       1
  23    69    6     [7, 9, 10]                            7       1
  23    69    6     [7, 9, 11]                            7       1
  23    69    6     [7, 10, 11]                           7       1
  23    69    6     [8, 9, 10]                            8       1
  23    69    6     [8, 9, 11]                            8       1
  23    69    6     [8, 10, 11]                           8       1
  23    69    6     [9, 10, 11]                           9       1
  23    92    8     [1, 2, 3, 4]                          4       1
  23    92    8     [1, 2, 3, 5]                          5       1
  23    92    8     [1, 2, 3, 6]                          5       1
  23    92    8     [1, 2, 3, 7]                          5       1
  23    92    8     [1, 2, 3, 8]                          5       1
  23    92    8     [1, 2, 3, 9]                          5       1
  23    92    8     [1, 2, 3, 10]                         5       1
  23    92    8     [1, 2, 3, 11]                         5       1
  23    92    8     [1, 2, 4, 5]                          6       1
  23    92    8     [1, 2, 4, 6]                          5       1
  23    92    8     [1, 2, 4, 7]                          7       1
  23    92    8     [1, 2, 4, 8]                          5       1
  23    92    8     [1, 2, 4, 9]                          5       1
  23    92    8     [1, 2, 4, 10]                         7       1
  23    92    8     [1, 2, 4, 11]                         5       1
  23    92    8     [1, 2, 5, 6]                          6       1
  23    92    8     [1, 2, 5, 7]                          6       1
  23    92    8     [1, 2, 5, 8]                          7       1
  23    92    8     [1, 2, 5, 9]                          6       1
  23    92    8     [1, 2, 5, 10]                         6       1
  23    92    8     [1, 2, 5, 11]                         7       1
  23    92    8     [1, 2, 6, 7]                          5       1
  23    92    8     [1, 2, 6, 8]                          6       1
  23    92    8     [1, 2, 6, 9]                          6       1
  23    92    8     [1, 2, 6, 10]                         6       1
  23    92    8     [1, 2, 6, 11]                         5       1
  23    92    8     [1, 2, 7, 8]                          5       1
  23    92    8     [1, 2, 7, 9]                          5       1
  23    92    8     [1, 2, 7, 10]                         7       1
  23    92    8     [1, 2, 7, 11]                         5       1
  23    92    8     [1, 2, 8, 9]                          6       1
  23    92    8     [1, 2, 8, 10]                         5       1
  23    92    8     [1, 2, 8, 11]                         7       1
  23    92    8     [1, 2, 9, 10]                         6       1
  23    92    8     [1, 2, 9, 11]                         6       1
  23    92    8     [1, 2, 10, 11]                        4       1
  23    92    8     [1, 3, 4, 5]                          5       1
  23    92    8     [1, 3, 4, 6]                          6       1
  23    92    8     [1, 3, 4, 7]                          4       1
  23    92    8     [1, 3, 4, 8]                          6       1
  23    92    8     [1, 3, 4, 9]                          5       1
  23    92    8     [1, 3, 4, 10]                         6       1
  23    92    8     [1, 3, 4, 11]                         6       1
  23    92    8     [1, 3, 5, 6]                          6       1
  23    92    8     [1, 3, 5, 7]                          8       1
  23    92    8     [1, 3, 5, 8]                          5       1
  23    92    8     [1, 3, 5, 9]                          7       1
  23    92    8     [1, 3, 5, 10]                         5       1
  23    92    8     [1, 3, 5, 11]                         6       1
  23    92    8     [1, 3, 6, 7]                          5       1
  23    92    8     [1, 3, 6, 8]                          7       1
  23    92    8     [1, 3, 6, 9]                          5       1
  23    92    8     [1, 3, 6, 10]                         7       1
  23    92    8     [1, 3, 6, 11]                         5       1
  23    92    8     [1, 3, 7, 8]                          5       1
  23    92    8     [1, 3, 7, 9]                          7       1
  23    92    8     [1, 3, 7, 10]                         5       1
  23    92    8     [1, 3, 7, 11]                         6       1
  23    92    8     [1, 3, 8, 9]                          5       1
  23    92    8     [1, 3, 8, 10]                         7       1
  23    92    8     [1, 3, 8, 11]                         5       1
  23    92    8     [1, 3, 9, 10]                         5       1
  23    92    8     [1, 3, 9, 11]                         6       1
  23    92    8     [1, 3, 10, 11]                        5       1
  23    92    8     [1, 4, 5, 6]                          4       1
  23    92    8     [1, 4, 5, 7]                          6       1
  23    92    8     [1, 4, 5, 8]                          5       1
  23    92    8     [1, 4, 5, 9]                          5       1
  23    92    8     [1, 4, 5, 10]                         6       1
  23    92    8     [1, 4, 5, 11]                         5       1
  23    92    8     [1, 4, 6, 7]                          6       1
  23    92    8     [1, 4, 6, 8]                          6       1
  23    92    8     [1, 4, 6, 9]                          8       1
  23    92    8     [1, 4, 6, 10]                         6       1
  23    92    8     [1, 4, 6, 11]                         7       1
  23    92    8     [1, 4, 7, 8]                          5       1
  23    92    8     [1, 4, 7, 9]                          6       1
  23    92    8     [1, 4, 7, 10]                         8       1
  23    92    8     [1, 4, 7, 11]                         6       1
  23    92    8     [1, 4, 8, 9]                          6       1
  23    92    8     [1, 4, 8, 10]                         6       1
  23    92    8     [1, 4, 8, 11]                         5       1
  23    92    8     [1, 4, 9, 10]                         5       1
  23    92    8     [1, 4, 9, 11]                         7       1
  23    92    8     [1, 4, 10, 11]                        5       1
  23    92    8     [1, 5, 6, 7]                          5       1
  23    92    8     [1, 5, 6, 8]                          5       1
  23    92    8     [1, 5, 6, 9]                          6       1
  23    92    8     [1, 5, 6, 10]                         6       1
  23    92    8     [1, 5, 6, 11]                         4       1
  23    92    8     [1, 5, 7, 8]                          5       1
  23    92    8     [1, 5, 7, 9]                          7       1
  23    92    8     [1, 5, 7, 10]                         6       1
  23    92    8     [1, 5, 7, 11]                         6       1
  23    92    8     [1, 5, 8, 9]                          6       1
  23    92    8     [1, 5, 8, 10]                         5       1
  23    92    8     [1, 5, 8, 11]                         7       1
  23    92    8     [1, 5, 9, 10]                         6       1
  23    92    8     [1, 5, 9, 11]                         6       1
  23    92    8     [1, 5, 10, 11]                        5       1
  23    92    8     [1, 6, 7, 8]                          5       1
  23    92    8     [1, 6, 7, 9]                          6       1
  23    92    8     [1, 6, 7, 10]                         4       1
  23    92    8     [1, 6, 7, 11]                         6       1
  23    92    8     [1, 6, 8, 9]                          5       1
  23    92    8     [1, 6, 8, 10]                         8       1
  23    92    8     [1, 6, 8, 11]                         5       1
  23    92    8     [1, 6, 9, 10]                         6       1
  23    92    8     [1, 6, 9, 11]                         7       1
  23    92    8     [1, 6, 10, 11]                        5       1
  23    92    8     [1, 7, 8, 9]                          4       1
  23    92    8     [1, 7, 8, 10]                         5       1
  23    92    8     [1, 7, 8, 11]                         5       1
  23    92    8     [1, 7, 9, 10]                         5       1
  23    92    8     [1, 7, 9, 11]                         6       1
  23    92    8     [1, 7, 10, 11]                        5       1
  23    92    8     [1, 8, 9, 10]                         4       1
  23    92    8     [1, 8, 9, 11]                         6       1
  23    92    8     [1, 8, 10, 11]                        5       1
  23    92    8     [1, 9, 10, 11]                        5       1
  23    92    8     [2, 3, 4, 5]                          6       1
  23    92    8     [2, 3, 4, 6]                          5       1
  23    92    8     [2, 3, 4, 7]                          5       1
  23    92    8     [2, 3, 4, 8]                          7       1
  23    92    8     [2, 3, 4, 9]                          7       1
  23    92    8     [2, 3, 4, 10]                         6       1
  23    92    8     [2, 3, 4, 11]                         6       1
  23    92    8     [2, 3, 5, 6]                          5       1
  23    92    8     [2, 3, 5, 7]                          4       1
  23    92    8     [2, 3, 5, 8]                          5       1
  23    92    8     [2, 3, 5, 9]                          5       1
  23    92    8     [2, 3, 5, 10]                         6       1
  23    92    8     [2, 3, 5, 11]                         6       1
  23    92    8     [2, 3, 6, 7]                          7       1
  23    92    8     [2, 3, 6, 8]                          6       1
  23    92    8     [2, 3, 6, 9]                          5       1
  23    92    8     [2, 3, 6, 10]                         5       1
  23    92    8     [2, 3, 6, 11]                         7       1
  23    92    8     [2, 3, 7, 8]                          6       1
  23    92    8     [2, 3, 7, 9]                          5       1
  23    92    8     [2, 3, 7, 10]                         5       1
  23    92    8     [2, 3, 7, 11]                         8       1
  23    92    8     [2, 3, 8, 9]                          8       1
  23    92    8     [2, 3, 8, 10]                         6       1
  23    92    8     [2, 3, 8, 11]                         6       1
  23    92    8     [2, 3, 9, 10]                         6       1
  23    92    8     [2, 3, 9, 11]                         4       1
  23    92    8     [2, 3, 10, 11]                        6       1
  23    92    8     [2, 4, 5, 6]                          5       1
  23    92    8     [2, 4, 5, 7]                          6       1
  23    92    8     [2, 4, 5, 8]                          5       1
  23    92    8     [2, 4, 5, 9]                          5       1
  23    92    8     [2, 4, 5, 10]                         6       1
  23    92    8     [2, 4, 5, 11]                         6       1
  23    92    8     [2, 4, 6, 7]                          5       1
  23    92    8     [2, 4, 6, 8]                          4       1
  23    92    8     [2, 4, 6, 9]                          5       1
  23    92    8     [2, 4, 6, 10]                         5       1
  23    92    8     [2, 4, 6, 11]                         5       1
  23    92    8     [2, 4, 7, 8]                          5       1
  23    92    8     [2, 4, 7, 9]                          5       1
  23    92    8     [2, 4, 7, 10]                         7       1
  23    92    8     [2, 4, 7, 11]                         6       1
  23    92    8     [2, 4, 8, 9]                          7       1
  23    92    8     [2, 4, 8, 10]                         6       1
  23    92    8     [2, 4, 8, 11]                         5       1
  23    92    8     [2, 4, 9, 10]                         6       1
  23    92    8     [2, 4, 9, 11]                         5       1
  23    92    8     [2, 4, 10, 11]                        6       1
  23    92    8     [2, 5, 6, 7]                          5       1
  23    92    8     [2, 5, 6, 8]                          5       1
  23    92    8     [2, 5, 6, 9]                          7       1
  23    92    8     [2, 5, 6, 10]                         7       1
  23    92    8     [2, 5, 6, 11]                         5       1
  23    92    8     [2, 5, 7, 8]                          6       1
  23    92    8     [2, 5, 7, 9]                          4       1
  23    92    8     [2, 5, 7, 10]                         6       1
  23    92    8     [2, 5, 7, 11]                         5       1
  23    92    8     [2, 5, 8, 9]                          6       1
  23    92    8     [2, 5, 8, 10]                         5       1
  23    92    8     [2, 5, 8, 11]                         8       1
  23    92    8     [2, 5, 9, 10]                         7       1
  23    92    8     [2, 5, 9, 11]                         6       1
  23    92    8     [2, 5, 10, 11]                        6       1
  23    92    8     [2, 6, 7, 8]                          6       1
  23    92    8     [2, 6, 7, 9]                          5       1
  23    92    8     [2, 6, 7, 10]                         5       1
  23    92    8     [2, 6, 7, 11]                         7       1
  23    92    8     [2, 6, 8, 9]                          4       1
  23    92    8     [2, 6, 8, 10]                         5       1
  23    92    8     [2, 6, 8, 11]                         6       1
  23    92    8     [2, 6, 9, 10]                         8       1
  23    92    8     [2, 6, 9, 11]                         5       1
  23    92    8     [2, 6, 10, 11]                        6       1
  23    92    8     [2, 7, 8, 9]                          5       1
  23    92    8     [2, 7, 8, 10]                         5       1
  23    92    8     [2, 7, 8, 11]                         6       1
  23    92    8     [2, 7, 9, 10]                         5       1
  23    92    8     [2, 7, 9, 11]                         5       1
  23    92    8     [2, 7, 10, 11]                        5       1
  23    92    8     [2, 8, 9, 10]                         6       1
  23    92    8     [2, 8, 9, 11]                         6       1
  23    92    8     [2, 8, 10, 11]                        4       1
  23    92    8     [2, 9, 10, 11]                        5       1
  23    92    8     [3, 4, 5, 6]                          6       1
  23    92    8     [3, 4, 5, 7]                          6       1
  23    92    8     [3, 4, 5, 8]                          6       1
  23    92    8     [3, 4, 5, 9]                          5       1
  23    92    8     [3, 4, 5, 10]                         7       1
  23    92    8     [3, 4, 5, 11]                         8       1
  23    92    8     [3, 4, 6, 7]                          6       1
  23    92    8     [3, 4, 6, 8]                          6       1
  23    92    8     [3, 4, 6, 9]                          5       1
  23    92    8     [3, 4, 6, 10]                         6       1
  23    92    8     [3, 4, 6, 11]                         5       1
  23    92    8     [3, 4, 7, 8]                          6       1
  23    92    8     [3, 4, 7, 9]                          5       1
  23    92    8     [3, 4, 7, 10]                         5       1
  23    92    8     [3, 4, 7, 11]                         5       1
  23    92    8     [3, 4, 8, 9]                          7       1
  23    92    8     [3, 4, 8, 10]                         6       1
  23    92    8     [3, 4, 8, 11]                         5       1
  23    92    8     [3, 4, 9, 10]                         6       1
  23    92    8     [3, 4, 9, 11]                         5       1
  23    92    8     [3, 4, 10, 11]                        7       1
  23    92    8     [3, 5, 6, 7]                          6       1
  23    92    8     [3, 5, 6, 8]                          6       1
